text,sentiment
"Maten var helt ok men dålig service. Servitören kom in med fel rätter än de vi beställt, samt var notan på helt fel belopp än vad vi ätit för.",negative
Sålt bostad villa Bra och trevligt bemötande Hon trodde på snabb försäljning vilket det blev också,positive
Jag tycker att den var enormt ointressant och han som höll handledningen pratade så långsamt så jag nästan somnade. Han ställde också frågor och gick igenom saker som var helt irrelevanta i kursen.,negative
en av de bästa naprapaterna jag mött. Trevlig lyhörd och duktig på det hon gör.,positive
HÄR KOMMER PATIENT BEMÖTANDET SIST OCH PENGARNA FÖRST! Sämsta tandläkarkliniken jag någonsin varit på! Min son och sambo har gått här men det enda dom tänker på är pengar och INTE att patienterna ska vara nöjda! Tänker byta tandläkarklinik både för sonen och sambon. Uselt jobb utför de  dessutom. Många anställda som inte ens pratar korrekt svenska vilket leder till missförstånd! Och inga avbetalningsplaner tillåts här eftersom de bara är ute efter pengar!,negative
Trevligaste och duktigaste mäklare jag träffat! Skulle helt klart anlita henne för en nästa affär!,positive
"Ni har inte lyckats leverera mitt paket vid 5 tillfällen. Era bud ringer och kan inte svenska, lägger på luren i örat och dyker inte upp. Första leveransen försökte ni leverera till min gamla adress,trots att jag uppgett min nya. Budet har min nya adress också. Blev lovad ny leverans på Måndagen men då ringer budet och står ÅTER vid min gamla adress. Paketet går i retur och jag får göra en ny beställning. Först får jag info att ni ska komma Onsdag kväll, sen Torsdag kväll men ni ändrade plötsligt till Torsdag dag. Då ringer budet och kan inte svenska eller engelska och hittar inte. Lägger på i örat och kom inte. Pratade med kundtjänst och blev LOVAD leverans ikväll. Men nu fick sms om att ni är försenade!! Böckerna jag beställt är till en tenta på MÅNDAG!! helt jäkla otroligt hur svårt det ska vara?? Tack vare ert inkompetenta sätt att arbeta på kommer jag ha 2 jäkla dagar på mig att studera till tentan. ANVÄND INTE BEST TRANSPORT!!! det går gått 2 veckor och jag har inte fått mitt paket. Dom går inte att lita på.",negative
Sålt sommarstuga ... Mycket trevlig o kompetent mäklare,positive
Inte bra. Min bil kunde inte köras när den kom hem pga mycket liten nivå kylarvätska vilket gjorde att jag fick tillkalla bärgare. Fick det åtgärdat dagen efter av samma verkstad dock borde de ha kollat nivån av kylarvätska efter byte av kamrem.,negative
Väldigt bra! Proffsigt av både mäklare och medarbetare,positive
"Five Beauty är en något kaotisk plats utan plats för avkoppling. Min behandling var ok, men jag kommer inte komma tillbaka.",negative
"Bra bemötande, professionell i sin yrkesutövning.",positive
"Hej! Jag var till hjärtspecialist Khaled Dagstan i förra veckan, blev väldigt dåligt behandlad. Först ville han att en student skulle vara med men jag tackade nej för jag har dålig erfarenhet gällande detta. Han kollade knappt något och jag berättade att jag hade svårt att andas osv. Vi kom sen överens om att ta ett EKG och sen UCG men plötsligt sprang han ut till receptionen, slängde igen dörren!  Det kostade mig 1000 kr för att bli så illa behandlad och utan någon hjärtmedicin som jag troligtvis behöver. Receptionspersonalen var också otrevlig och det märktes att man inte alls var välkommen hit. Blev upplyst om att det tar minst ett år innan man får en tid för ett EKG, väntelista. UCG dröjer längre och kostar 2.300 kr som man var snabb med att berätta. Jag sa att det får kosta vad det vill för jag ville ha hjälp för jag mår så dåligt.USCH!",negative
"Professionell service, jättenöjd med resultatet.",positive
"Bokningen gick smidigt och med ett trevligt bemötande men det var också allt. Personalen var sen och när jag ringde för att kontrollera om det skett ett missförstånd fick jag inga svar mer än att det kunde vara svårt för städarna att beräkna restid. När jag sedan skulle kontrollera städningen för den så kallade ""på-plats-garantin"" så var det flertalet brister i städningen vilket jag försökte påpeka för städarna. Då vi inte kunde göra oss förstådda inför varandra pga språksvårigheter så mailade jag i stället Redita Service för att få deras syn på saken. Därifrån har jag inte fått något svar. Flyttstädningen som jag köpt får jag göra om själv och jag skulle inte rekommendera andra att anlita företaget då det finns andra i branschen som gör ett bra jobb.",negative
Serviceminded och alltid ett trevligt bemötande. Därför lämnar jag min bil till Min bil Haninge.,positive
"AKTA ER! Blev behandlad och mitt ansikte är förstört nu. Jag ville i alla fall ha pengarna tillbaka då de sa att de inte kunde lösa problemet men de vägrar och försöker slingra sig hela tiden. De utför trådlyft men kan inte ta bort trådarna vilket som i mitt fall leder till att halva ansiktet står åt ett håll och den andra halvan hänger. De menar att jag ska vänta i 6 månader på att trådarna KANSKE upplöses. Varit i kontakt med ett flertal andra kliniker som säger att det absolut inte är ett problem att ta bort trådarna så jag undrar om de ens är utbildade. När jag reklamerat behandlingen rings jag upp av 3 olika personer som alla säger helt olika saker och motsäger varandra. Jag har som tur är skriftliga bevis på deras uttalanden så jag kommer ta detta till tingsrätt... Förutom ett förstört ansikte så fick jag vänta 45 minuter på min tid. De bad inte ens om ursäkt utan personalen satt vid sina datorer och log lite ibland. Du får inte göra konsultationer med läkaren som ska utföra behandlingen utan av någon av receptionspersonalen vilket borde ha skrämt mig tillräckligt för att gå där ifrån. De bryter kraftigt och talar inte korrekt svenska.  Jag vill verkligen varna för den här kliniken, spara era pengar och gå till vem som helst förutom dem.  Skulle ha gett dem -10 om det funnits för den här kliniken är värdelös och oseriös. ",negative
Jätte bra service ännu bättre mat. Rekommenderas starkt,positive
"Hade blivit lovad att röret över fläkten skulle bytas. Det var lite krångligt, så jag fick göra det själv. Fick samma pris ändå. Bussigt.",negative
"Fastighetsbyrån hjälpte oss med köp av sommarstuga. Vi blev mycket väl bemötta från första visningen till övertagandet. God och saklig information om objekt och område. Flexibilitet, god kännedom och vänligt bemötande. Rekommenderar Fastighetsbyrån varmt!",positive
"Varning! Detta är ett blufföretag. Seglar även under namnet Sportaid.se. Företaget levererar inga varor trots genomförd betalning, svarar inte i telefon eller på mejl.",negative
Jag har en mycket bra erfarenhet av  Ph - Balans. Jag har under många år köpt både Nyponpulver och även provat Nässelpulver. Jag har funnit att Ph-balans har nämnda produkter av god kvalitet och ger snabba leveranser. Vid förra beställningen hade jag ett trevligt samtal med Markus Schelin om varför smaken på Nyponpulvret i vissa fall varierar. Han kunde ge en bra förklaring till det. Tack för ett trevligt bemötande ! ,positive
"Vill varna för denna inkompetenta elektriker. Han har gjort ett riktigt dåligt jobb hos oss: lampor blinkar när eluttagen används, vissa spottar gick sönder efter några dagar, andra spottar kan inte vara på max då slocknar allt. Har försökt få hit honom för att åtgärda problemen, men han dyker inte upp på avtalade tider och hör inte av sig heller. Dessutom är han svindyr!",negative
Trevligt och professionellt bemötande!,positive
"Hej, Kan inte rekommendera företaget efter allt som hänt/händer ibland Det senaste som hänt idag 2015-12-14  Jag fick tre mail under natten och på morgonen om att jag inte har betalat fakturan från september i tid (OBSERVERA från september 2015!!!!!!) OBSERVERA ATT : fakturan är betald i tid  City Network har också raderat mitt konto i sista mailet så att min hemsida ligger nere  Alltså utan förvarning om att något inte är betalt i tid och inom löpet av bara någon timma(OBS att allt händer under natten och tidig morgon): MAIL ETT 23:19 på söndag, MAIL TVÅ 04:42 på måndag morgon, MAIL TRE 07:36 på måndag morgon där jag meddelas på mail om att City Network har raderat mina tjänster. Hej! Vi vill med detta brev meddela att era tjänster har raderats.  Och allt detta på grund av en obetald faktura SOM EGENTLIGEN ÄR BETALD I TID.  Alltså innan jag vaknade så är min hemsida borta och City Network tvingar mig att ringa flera gånger trots att jag betalat fakturan i tid som vanligt Min hemsida låg nere när jag vaknade och jag fick omgående ringa och be om att City Network ska kolla det här Ingen information på hemsidan heller så att jag vet att det är ngt fel och att jag inte ska oroa mig  Handläggaren hävdade att han har kollat och att jag verkligen inte har betalat och lovade om att skicka ett mail med hans uppgifter så att jag omgående kan maila tillbaka och visa att jag verkligen har betalat fakturan i fråga  Jag har inte fått ngt mail från handläggaren och fick vänta i kö för andra gången (varje gång över 20 minuter) på att komma fram och det gör mig ännu mera arg och frustrerad och jag förlorar min arbetstid  Jag har fortfarande inte fått ngt hjälp och klockan är 12:03 och jag har väntat i telefonkö i 20 min nu igen   Och fakturan är betald i tid ",negative
Bra servic och trevlig personal. God mat,positive
"Sålt 3a i Hornstull. Jonas var trevlig men strulig. Lovade mycket och var snabb och slarvig. Jag värnar om kvalitet, är ganska säker på att Jonas kör kvantitet före kvalitet. Skulle inte rekommendera honom.",negative
"Professionell behandling, kan varmt rekommenderas!",positive
"Köpte däck. Blev fel storlek. Anmälde retur Fick ringa flera gånger och vänta alldeles för länge på returhandlingar (3 veckor). Fick pga det besvara mail från Klarna som ifrågasatte att jag returnerat varorna. Efter returen fick jag mail från Bythjul om de tagit emot min retur men att den nu skulle ”kontrolleras”. Det var mer än en vecka sedan och jag har fortfarande inte hört ngt mer. Min skuld hos klarna ligger ännu kvar, för ngt som jag inte ska betala.  Usel returhantering. Priser och leverans till kund utan anmärkning dock.",negative
